고유값,과정명,훈련과정 ID,회차,훈련기관,총 훈련일수,총 훈련시간,과정시작일,과정종료일,NCS명,NCS코드,훈련비,정원,수강신청 인원,수료인원,수료율,만족도,취업인원 (3개월),취업률 (3개월),취업인원 (6개월),취업률 (6개월),지역,주소,과정페이지 링크,선도기업,파트너기관,매출 최소,실 매출 대비,매출 최대,2021년,2022년,2023년,2024년,2025년,2026년
AIG202100003144215,"VR,AR 게임개발 및 에셋디자이너 양성과정",AIG20210000314421,5,The국제직업전문학교,126,880,2023-03-20,2023-09-27,응용SW엔지니어링,20010202," 7,536,320 ",20,11,9,82%,88.6,1,11%,1,11%,광주 광산구,광주광역시 광산구 첨단중앙로 96,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314421&tracseTme=5&trainstCstmrId=500020035581&crseTracseSe=C0061,,,"67,826,880","66,319,616","82,899,520",0,0,"66,319,616",0,0,0
AIG202100003204745,AI제조(스마트팩토리 운영·관리),AIG20210000320474,5,한국공학대학교,122,820,2023-03-20,2023-08-25,스마트공장(smart factory)시스템설치,15110201," 9,922,000 ",40,32,25,78%,81.7,1,4%,2,8%,경기 시흥시,경기도 시흥시 산기대학로 237,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000320474&tracseTme=5&trainstCstmrId=500020019318&crseTracseSe=C0061,,,"248,050,000","254,003,200","317,504,000",0,0,"254,003,200",0,0,0
AIG202100003208825,IoT가전/스마트홈(홈IoT 관리),AIG20210000320882,5,한국공학대학교,122,820,2023-03-20,2023-08-25,IoT시스템연동,20010212," 9,922,000 ",40,28,25,89%,78.9,0,0%,0,0%,경기 시흥시,경기도 시흥시 산기대학로 237,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000320882&tracseTme=5&trainstCstmrId=500020019318&crseTracseSe=C0061,,,"248,050,000","222,252,800","277,816,000",0,0,"222,252,800",0,0,0
AIG202100003136528,기업 맞춤형 빅데이터 분석가 양성과정,AIG20210000313652,8,한국품질재단 평생교육시설,119,952,2023-03-20,2023-09-02,빅데이터분석,20010105," 9,063,990 ",25,14,13,93%,84.4,0,0%,5,38%,서울 송파구,"서울특별시 송파구 삼전로 78(삼전동, Q 타워)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000313652&tracseTme=8&trainstCstmrId=500020059960&crseTracseSe=C0061,,,"117,831,870","101,516,688","126,895,860",0,0,"101,516,688",0,0,0
AIG202200004093982,Python 활용 빅데이터 기반 금융 솔루션 UI 개발자 양성과정,AIG20220000409398,2,KH정보교육원 강남지원,135,1012,2023-03-20,2023-10-10,빅데이터분석,20010105," 9,635,250 ",23,22,18,82%,76.8,3,17%,11,61%,서울 강남구,서울특별시 강남구 테헤란로14길 6,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409398&tracseTme=2&trainstCstmrId=500020062069&crseTracseSe=C0061,,,"173,434,500","169,580,400","211,975,500",0,0,"169,580,400",0,0,0
AIG202100003287702,PBL 기반 AI서비스 개발자 양성과정,AIG20210000328770,2,국제인재개발원,130,990,2023-03-21,2023-10-12,인공지능플랫폼구축,20010701," 8,460,540 ",24,17,13,76%,94.9,2,15%,3,23%,광주 북구,광주광역시 북구 호동로 6-6 (중흥동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328770&tracseTme=2&trainstCstmrId=500020060019&crseTracseSe=C0061,,,"109,987,020","115,063,344","143,829,180",0,0,"115,063,344",0,0,0
AIG202200004094022,AWS 프론트엔드 풀스택 웹서비스개발(데이터분석 플랫폼),AIG20220000409402,2,이젠아카데미 DX교육센터,108,860,2023-03-21,2023-08-25,응용SW엔지니어링,20010202," 7,365,040 ",30,30,24,80%,93.1,4,17%,19,79%,서울 종로구,"서울특별시 종로구 우정국로2길 37(관철동, 청문학원)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409402&tracseTme=2&trainstCstmrId=500020050800&crseTracseSe=C0061,,,"176,760,960","176,760,960","220,951,200",0,0,"176,760,960",0,0,0
AIG202200004094082,빅데이터 분석 및 서비스기획 부트캠프,AIG20220000409408,2,아시아경제 교육센터,71,564,2023-03-21,2023-07-04,빅데이터분석,20010105," 5,369,840 ",25,21,16,76%,79.5,2,13%,7,44%,서울 중구,서울특별시 중구 퇴계로 166 (주자동 흥국빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409408&tracseTme=2&trainstCstmrId=500020049185&crseTracseSe=C0061,,,"85,917,440","90,213,312","112,766,640",0,0,"90,213,312",0,0,0
AIG202100003144128,Ansible 자동화로 구현한 클라우드 환경 DevOps,AIG20210000314412,8,(주)솔데스크,120,960,2023-03-21,2023-09-11,IT시스템관리,20010301," 8,224,320 ",30,28,23,82%,88.3,9,39%,16,70%,서울 종로구,서울특별시 종로구 종로12길 15 (관철동 종로코아),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314412&tracseTme=8&trainstCstmrId=500020026366&crseTracseSe=C0061,,,"189,159,360","184,224,768","230,280,960",0,0,"184,224,768",0,0,0
AIG202200003666772,"빅데이터 기반 지능형 서비스 개발자 양성 과정(자바,파이썬기반)",AIG20220000366677,2,이젠컴퓨터아트서비스학원,139,900,2023-03-22,2023-10-13,빅데이터플랫폼구축,20010209," 7,707,600 ",20,17,15,88%,92,6,40%,10,67%,전북 전주시 덕진구,전북 전주시 덕진구 금암동,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366677&tracseTme=2&trainstCstmrId=500020013990&crseTracseSe=C0061,,,"115,614,000","104,823,360","131,029,200",0,0,"104,823,360",0,0,0
AIG202200003667995,클라우드기반 스마트 융합보안 양성과정,AIG20220000366799,5,인포섹 아카데미,115,920,2023-03-22,2023-09-05,정보보호진단·분석,20010602," 16,698,000 ",55,53,43,81%,88.1,17,40%,29,67%,경기 성남시 분당구,경기도 성남시 분당구 판교로227번길 23 (삼평동 판교R&D센터),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366799&tracseTme=5&trainstCstmrId=500020056274&crseTracseSe=C0061,SK쉴더스,인포섹 아카데미,"718,014,000","707,995,200","884,994,000",0,0,"707,995,200",0,0,0
AIG202200004093053,항공 자바(Java) 풀스택 개발자 양성과정,AIG20220000409305,3,한국직업전문학교,120,960,2023-03-22,2023-09-12,응용SW엔지니어링,20010202," 8,221,440 ",25,21,19,90%,84.5,10,53%,13,68%,서울 구로구,서울특별시 구로구 디지털로34길 27 (구로동 대륭포스트타워3차),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409305&tracseTme=3&trainstCstmrId=500020026790&crseTracseSe=C0061,,,"156,207,360","138,120,192","172,650,240",0,0,"138,120,192",0,0,0
AIG202200004123712,스마트팩토리 개발자 입문 과정,AIG20220000412371,2,(주)포스코 미래창조아카데미,84,520,2023-03-22,2023-07-19,응용SW엔지니어링,20010202," 9,438,000 ",25,18,14,78%,82.6,5,36%,6,43%,경북 포항시 남구,경상북도 포항시 남구 지곡로 120,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000412371&tracseTme=2&trainstCstmrId=500020028562&crseTracseSe=C0061,,,"132,132,000","135,907,200","169,884,000",0,0,"135,907,200",0,0,0
AIG202200003669186,실감형 3D/AR/XR 콘텐츠 전문가 양성 과정,AIG20220000366918,6,(주)문화방송,120,960,2023-03-24,2023-09-25,증강현실(AR)콘텐츠제작,20020403," 17,424,000 ",25,25,20,80%,80.9,8,40%,11,55%,서울 마포구,서울특별시 마포구 성암로 267 (상암동 (주)문화방송),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366918&tracseTme=6&trainstCstmrId=500020060638&crseTracseSe=C0061,㈜문화방송,㈜문화방송,"348,480,000","348,480,000","435,600,000",0,0,"348,480,000",0,0,0
AIG202200003668772,"AIOT산업응용로봇 스마트팩토리(C/C++,C#) 소프트웨어 개발자양성",AIG20220000366877,2,영진직업전문학교,123,980,2023-03-24,2023-09-22,임베디드SW엔지니어링,20010203," 8,392,720 ",24,9,5,56%,88.1,4,80%,5,100%,대구 동구,대구광역시 동구 화랑로 525,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366877&tracseTme=2&trainstCstmrId=500020027548&crseTracseSe=C0061,,,"41,963,600","60,427,584","75,534,480",0,0,"60,427,584",0,0,0
AIG202200004094133,AI프로젝트 글로벌표준 기반의 풀스택 딥러닝 활용SW 개발자 양성과정,AIG20220000409413,3,플레이데이터평생교육원,120,960,2023-03-27,2023-09-20,응용SW엔지니어링,20010202," 8,221,440 ",30,26,19,73%,74.9,1,5%,7,37%,서울 서초구,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409413&tracseTme=3&trainstCstmrId=500020011379&crseTracseSe=C0061,,,"156,207,360","171,005,952","213,757,440",0,0,"171,005,952",0,0,0
AIG2020000028664412,[K디지털] 실무 프로젝트 기반 빅데이터 분석&시각화 UI콘텐츠 개발,AIG20200000286644,12,(재)부산인재개발원 부산IT교육센터,143,1000,2023-03-27,2023-10-25,응용SW엔지니어링,20010202," 8,564,000 ",25,16,12,75%,87.6,1,8%,8,67%,부산 부산진구,부산광역시 부산진구 중앙대로 708 (부전동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286644&tracseTme=12&trainstCstmrId=500020016923&crseTracseSe=C0061,,,"102,768,000","109,619,200","137,024,000",0,0,"109,619,200",0,0,0
AIG202200003667243,[PBL]스마트 웹&앱 콘텐츠 전문개발자 양성,AIG20220000366724,3,한울직업전문학교,110,880,2023-03-27,2023-09-08,UI/UX엔지니어링,20010207," 7,536,320 ",20,15,11,73%,94.5,2,18%,5,45%,광주 서구,광주광역시 서구 경열로 3 (농성동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366724&tracseTme=3&trainstCstmrId=500020033667&crseTracseSe=C0061,,,"82,899,520","90,435,840","113,044,800",0,0,"90,435,840",0,0,0
AIG2022000036685413,빅데이터 기반 지능형SW 및 MLOps 개발자 양성과정,AIG20220000366854,13,플레이데이터평생교육원,120,960,2023-03-27,2023-09-20,빅데이터분석,20010105," 9,140,160 ",30,25,20,80%,75.9,0,0%,4,20%,서울 서초구,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366854&tracseTme=13&trainstCstmrId=500020011379&crseTracseSe=C0061,,,"182,803,200","182,803,200","228,504,000",0,0,"182,803,200",0,0,0
AIG202200004093575,React.js와 Springboot를 활용한 자바 풀스택 개발자,AIG20220000409357,5,하이미디어아카데미인재개발원,113,900,2023-03-27,2023-09-14,응용SW엔지니어링,20010202," 7,707,600 ",30,26,21,81%,90.2,7,33%,13,62%,서울 종로구,서울특별시 종로구 인사동길 12,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409357&tracseTme=5&trainstCstmrId=500020037340&crseTracseSe=C0061,,,"161,859,600","160,318,080","200,397,600",0,0,"160,318,080",0,0,0
AIG202200004123706,[Harman] 세미콘(semiconductor) 아카데미-반도체 설계,AIG20220000412370,6,대한상공회의소,119,900,2023-03-28,2023-09-15,반도체개발,19030601," 16,335,000 ",25,21,19,90%,88.4,6,32%,10,53%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000412370&tracseTme=6&trainstCstmrId=500037517077&crseTracseSe=C0061,Harman,Harman,"310,365,000","274,428,000","343,035,000",0,0,"274,428,000",0,0,0
AIG202100003289264,AWS 클라우드 구축과 보안솔루션을 이용한 IDC엔지니어 양성,AIG20210000328926,4,부산IT아카데미,136,960,2023-03-28,2023-10-17,IT시스템관리,20010301," 8,224,320 ",25,14,12,86%,87.4,2,17%,8,67%,부산 수영구,부산광역시 수영구 광남로 70 (남천동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328926&tracseTme=4&trainstCstmrId=500020034888&crseTracseSe=C0061,,,"98,691,840","92,112,384","115,140,480",0,0,"92,112,384",0,0,0
AIG202200003667875,그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정,AIG20220000366787,5,(주)솔데스크,120,960,2023-03-28,2023-09-19,응용SW엔지니어링,20010202," 8,221,440 ",30,30,25,83%,90.7,5,20%,11,44%,서울 종로구,서울특별시 종로구 종로12길 15 (관철동 종로코아),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366787&tracseTme=5&trainstCstmrId=500020026366&crseTracseSe=C0061,,,"205,536,000","197,314,560","246,643,200",0,0,"197,314,560",0,0,0
AIG202200004093554,프로젝트 기반 자바 핀테크 웹 개발자 양성과정,AIG20220000409355,4,아이티윌,121,968,2023-03-28,2023-09-26,응용SW엔지니어링,20010202," 8,289,950 ",30,30,28,93%,87.7,5,18%,12,43%,서울 강남구,"서울특별시 강남구 역삼로 120(역삼동, 성보역삼빌딩)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409355&tracseTme=4&trainstCstmrId=500020051277&crseTracseSe=C0061,,,"232,118,600","198,958,800","248,698,500",0,0,"198,958,800",0,0,0
AIG202200004094376,[네이버클라우드] 클라우드 기반의 AIaaS 개발자 과정,AIG20220000409437,6,네이버클라우드주식회사,126,1004,2023-03-28,2023-09-27,응용SW엔지니어링,20010202," 18,222,600 ",30,28,26,93%,81.8,4,15%,11,42%,경기 성남시 분당구,"경기도 성남시 분당구 불정로 6(정자동, 네이버 그린팩토리)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409437&tracseTme=6&trainstCstmrId=500041675250&crseTracseSe=C0061,네이버클라우드주식회사,비트교육센터,"473,787,600","408,186,240","510,232,800",0,0,"408,186,240",0,0,0
AIG202200004123707,[Harman] 세미콘(semiconductor) 아카데미-반도체 설계,AIG20220000412370,7,대한상공회의소,129,900,2023-03-28,2023-10-17,반도체개발,19030601," 16,335,000 ",30,30,25,83%,88.4,6,24%,16,64%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000412370&tracseTme=7&trainstCstmrId=500037517077&crseTracseSe=C0061,Harman,Harman,"408,375,000","392,040,000","490,050,000",0,0,"392,040,000",0,0,0
AIG202200004091992,[SK플래닛] 웹풀스택 개발자 과정,AIG20220000409199,2,대한상공회의소,119,920,2023-03-29,2023-09-15,응용SW엔지니어링,20010202," 16,698,000 ",25,25,20,80%,76.7,7,35%,11,55%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409199&tracseTme=2&trainstCstmrId=500037517077&crseTracseSe=C0061,SK 플래닛,SK플래닛 T아카데미,"333,960,000","333,960,000","417,450,000",0,0,"333,960,000",0,0,0
AIG202200004092072,[SK플래닛] 빅데이터 분석가 과정,AIG20220000409207,2,대한상공회의소,120,920,2023-03-29,2023-09-16,빅데이터분석,20010105," 16,698,000 ",25,24,23,96%,83.9,6,26%,10,43%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409207&tracseTme=2&trainstCstmrId=500037517077&crseTracseSe=C0061,SK 플래닛,SK플래닛 T아카데미,"384,054,000","320,601,600","400,752,000",0,0,"320,601,600",0,0,0
AIG202200003668044,데이터 처리 기반 풀스택 개발자 과정,AIG20220000366804,4,한국ICT인재개발원 성수센터,120,960,2023-03-29,2023-09-18,응용SW엔지니어링,20010202," 8,221,440 ",25,13,11,85%,89.5,3,27%,6,55%,서울 성동구,서울특별시 성동구 성수동2가 아차산로 113(삼진빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366804&tracseTme=4&trainstCstmrId=500020048633&crseTracseSe=C0061,,,"90,435,840","85,502,976","106,878,720",0,0,"85,502,976",0,0,0
AIG202000002865707,3D 기반 실감형(VR/AR) 콘텐츠 제작 전문가,AIG20200000286570,7,방송정보국제교육원,122,960,2023-03-30,2023-09-25,VR콘텐츠디자인,8020112," 7,011,840 ",25,11,9,82%,82.6,0,0%,4,44%,서울 영등포구,"서울특별시 영등포구 당산로49길 4(당산동6가, 태인빌딩)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286570&tracseTme=7&trainstCstmrId=500020042738&crseTracseSe=C0061,,,"63,106,560","61,704,192","77,130,240",0,0,"61,704,192",0,0,0
AIG202200003669093,스마트팩토리 SW개발자 양성과정,AIG20220000366909,3,한가람IT전문교육센터,113,900,2023-03-30,2023-09-06,응용SW엔지니어링,20010202," 7,707,600 ",25,7,5,71%,96.7,3,60%,5,100%,세종 세종,"세종특별자치시  한누리대로 283(나성동, 세진팰리스)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366909&tracseTme=3&trainstCstmrId=500034782394&crseTracseSe=C0061,,,"38,538,000","43,162,560","53,953,200",0,0,"43,162,560",0,0,0
AIG2022000036689610,"프로젝트기반 프론트엔드(React,Vue) 웹&앱 SW개발자 양성과정",AIG20220000366896,10,강남 그린컴퓨터아카데미,122,970,2023-03-31,2023-09-26,응용SW엔지니어링,20010202," 8,307,080 ",20,18,14,78%,84,2,14%,7,50%,서울 강남구,서울특별시 강남구 역삼동 테헤란로5길 24,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366896&tracseTme=10&trainstCstmrId=500020046871&crseTracseSe=C0061,,,"116,299,120","119,621,952","149,527,440",0,0,"119,621,952",0,0,0
AIG202200004092854,기업의 수요를 반영한 자바 및 스프링 프레임워크 기반 풀스택 개발자 과정,AIG20220000409285,4,그린아이티아카데미학원,123,984,2023-03-31,2023-09-26,응용SW엔지니어링,20010202," 8,426,970 ",20,20,16,80%,79.8,5,31%,12,75%,서울 강남구,서울특별시 강남구 강남대로96길 16 (역삼동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409285&tracseTme=4&trainstCstmrId=500037119543&crseTracseSe=C0061,,,"134,831,520","134,831,520","168,539,400",0,0,"134,831,520",0,0,0
AIG202200004092153,AI 활용 빅데이터분석 풀스택웹서비스 SW 개발자 양성과정,AIG20220000409215,3,부산대학교산학협력단,119,950,2023-04-03,2023-09-22,응용SW엔지니어링,20010202," 8,135,800 ",30,24,23,96%,94.4,10,43%,17,74%,부산 금정구,부산광역시 금정구 부산대학로63번길 2,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409215&tracseTme=3&trainstCstmrId=500034391173&crseTracseSe=C0061,,,"187,123,400","156,207,360","195,259,200",0,0,"156,207,360",0,0,0
AIG202200004092705,[마이크로소프트] Microsoft AI School,AIG20220000409270,5,대한상공회의소,118,956,2023-04-03,2023-09-19,응용SW엔지니어링,20010202," 17,351,400 ",30,20,15,75%,78.9,3,20%,7,47%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409270&tracseTme=5&trainstCstmrId=500037517077&crseTracseSe=C0061,Microsoft,Microsoft,"260,271,000","277,622,400","347,028,000",0,0,"277,622,400",0,0,0
AIG202200004092707,[마이크로소프트] Microsoft AI School,AIG20220000409270,7,대한상공회의소,118,956,2023-04-03,2023-09-19,응용SW엔지니어링,20010202," 17,351,400 ",30,22,15,68%,78.9,3,20%,5,33%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409270&tracseTme=7&trainstCstmrId=500037517077&crseTracseSe=C0061,Microsoft,Microsoft,"260,271,000","305,384,640","381,730,800",0,0,"305,384,640",0,0,0
AIG202200004123642,[크래프톤] 정글,AIG20220000412364,2,대한상공회의소,118,1294,2023-04-03,2023-08-17,응용SW엔지니어링,20010202," 23,486,100 ",30,23,23,100%,90.1,2,9%,5,22%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000412364&tracseTme=2&trainstCstmrId=500037517077&crseTracseSe=C0061,크래프톤,팀스파르타주식회사,"540,180,300","432,144,240","540,180,300",0,0,"432,144,240",0,0,0
AIG202200004092709,[마이크로소프트] Microsoft AI School,AIG20220000409270,9,대한상공회의소,118,956,2023-04-03,2023-09-19,응용SW엔지니어링,20010202," 17,351,400 ",30,20,15,75%,78.9,2,13%,5,33%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409270&tracseTme=9&trainstCstmrId=500037517077&crseTracseSe=C0061,Microsoft,Microsoft,"260,271,000","277,622,400","347,028,000",0,0,"277,622,400",0,0,0
AIG202200004092704,[마이크로소프트] Microsoft AI School,AIG20220000409270,4,대한상공회의소,118,956,2023-04-03,2023-09-19,응용SW엔지니어링,20010202," 17,351,400 ",30,22,14,64%,78.9,4,29%,7,50%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409270&tracseTme=4&trainstCstmrId=500037517077&crseTracseSe=C0061,Microsoft,Microsoft,"242,919,600","305,384,640","381,730,800",0,0,"305,384,640",0,0,0
AIG202200004092708,[마이크로소프트] Microsoft AI School,AIG20220000409270,8,대한상공회의소,118,956,2023-04-03,2023-09-19,응용SW엔지니어링,20010202," 17,351,400 ",30,20,17,85%,78.9,5,29%,5,29%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409270&tracseTme=8&trainstCstmrId=500037517077&crseTracseSe=C0061,Microsoft,Microsoft,"294,973,800","277,622,400","347,028,000",0,0,"277,622,400",0,0,0
AIG2022000040945510,전자정부 표준 프레임워크 기반 풀-스택 개발자 양성과정,AIG20220000409455,10,(재)대덕인재개발원,155,1240,2023-04-03,2023-11-17,응용SW엔지니어링,20010202," 8,169,120 ",28,28,25,89%,89.5,21,84%,24,96%,대전 중구,대전광역시 중구 계룡로 846 (오류동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409455&tracseTme=10&trainstCstmrId=500020044796&crseTracseSe=C0061,,,"204,228,000","182,988,288","228,735,360",0,0,"182,988,288",0,0,0
AIG202200004123641,[크래프톤] 정글,AIG20220000412364,1,대한상공회의소,118,1294,2023-04-03,2023-08-17,응용SW엔지니어링,20010202," 23,486,100 ",30,18,17,94%,90.1,0,0%,0,0%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000412364&tracseTme=1&trainstCstmrId=500037517077&crseTracseSe=C0061,크래프톤,팀스파르타주식회사,"399,263,700","338,199,840","422,749,800",0,0,"338,199,840",0,0,0
AIG202200004123643,[크래프톤] 정글,AIG20220000412364,3,대한상공회의소,118,1294,2023-04-03,2023-08-17,응용SW엔지니어링,20010202," 23,486,100 ",30,20,20,100%,90.1,0,0%,3,15%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000412364&tracseTme=3&trainstCstmrId=500037517077&crseTracseSe=C0061,크래프톤,팀스파르타주식회사,"469,722,000","375,777,600","469,722,000",0,0,"375,777,600",0,0,0
AIG202100003144303,스마트 공장 환경구축 및 관리 전문가 양성과정,AIG20210000314430,3,경북산업직업전문학교,133,923,2023-04-03,2023-10-26,응용SW엔지니어링,20010202," 12,609,100 ",20,12,9,75%,85.2,6,67%,6,67%,대구 동구,대구광역시 동구 동부로 121,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314430&tracseTme=3&trainstCstmrId=500020019775&crseTracseSe=C0061,,,"113,481,900","121,047,360","151,309,200",0,0,"121,047,360",0,0,0
AIG2021000032857111,프로덕트 매니지먼트 (PM) 부트캠프,AIG20210000328571,11,주식회사코드스테이츠,65,520,2023-04-03,2023-07-10,SW제품기획,20010104," 9,438,000 ",100,96,83,86%,84.7,13,16%,33,40%,서울 강남구,서울특별시 강남구 테헤란로 415 (삼성동 L7 HOTELS 강남타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328571&tracseTme=11&trainstCstmrId=500038435553&crseTracseSe=C0061,,,"783,354,000","724,838,400","906,048,000",0,0,"724,838,400",0,0,0
AIG202200004092706,[마이크로소프트] Microsoft AI School,AIG20220000409270,6,대한상공회의소,118,956,2023-04-03,2023-09-19,응용SW엔지니어링,20010202," 17,351,400 ",30,16,12,75%,78.9,1,8%,2,17%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409270&tracseTme=6&trainstCstmrId=500037517077&crseTracseSe=C0061,Microsoft,Microsoft,"208,216,800","222,097,920","277,622,400",0,0,"222,097,920",0,0,0
AIG202200003667855,클라우드 활용 자바개발자 양성과정,AIG20220000366785,5,구디아카데미,118,946,2023-04-05,2023-09-26,응용SW엔지니어링,20010202," 8,101,540 ",28,26,25,96%,88.5,15,60%,20,80%,서울 금천구,"서울특별시 금천구 가산디지털2로 95(가산동, KM TOWER)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366785&tracseTme=5&trainstCstmrId=500020028075&crseTracseSe=C0061,,,"202,538,500","168,512,032","210,640,040",0,0,"168,512,032",0,0,0
AIG202200003669135,빅데이터분석(with 파이썬)과 엘라스틱서치를 활용한 자바(Java)웹개발자양성,AIG20220000366913,5,더조은컴퓨터아카데미 종로,153,1220,2023-04-05,2023-11-23,빅데이터분석,20010105," 11,615,620 ",30,29,26,90%,85,9,35%,12,46%,서울 종로구,서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366913&tracseTme=5&trainstCstmrId=500020027870&crseTracseSe=C0061,,,"302,006,120","269,482,384","336,852,980",0,0,"269,482,384",0,0,0
AIG202200003668623,IoT기반 웹&앱 자바(Java)개발자 양성과정,AIG20220000366862,3,에이콘아카데미(강남),120,960,2023-04-05,2023-09-22,응용SW엔지니어링,20010202," 8,221,440 ",30,30,25,83%,91.7,6,24%,18,72%,서울 강남구,서울특별시 강남구 테헤란로 124 (역삼동 삼원타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366862&tracseTme=3&trainstCstmrId=500020033277&crseTracseSe=C0061,,,"205,536,000","197,314,560","246,643,200",0,0,"197,314,560",0,0,0
